id,date,username,text,like_count,retweet_count,cleaned,sentiment,sentiment_label
478,2023-11-19,armyforever,I love BTS so much! KPOP forever 💜,804,369,i love bts so much! kpop forever 💜,0.375,positif
479,2023-04-06,engene,Red Velvet vocals are insane 🎶 #ReVeluv,820,478,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
480,2023-12-15,fearless,Stray Kids are dominating the stage! #STAY,241,496,stray kids are dominating the stage! #stay,0.0,netral
481,2023-07-11,midzy,GFriend songs always touch my heart 💕,223,147,gfriend songs always touch my heart 💕,0.0,netral
482,2023-06-18,fearless,LE SSERAFIM slaying stages #FEARLESS,533,285,le sserafim slaying stages #fearless,0.0,netral
483,2023-08-22,reveluv,BLACKPINK just dropped a new MV 🔥 #KPOP,455,421,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
484,2023-05-05,armyforever,TXT are the future of KPOP 💙,712,231,txt are the future of kpop 💙,0.0,netral
485,2023-12-30,orbitluv,EXO still kings of KPOP 🔥,411,187,exo still kings of kpop 🔥,0.0,netral
486,2023-08-07,stayforever,NCT comeback soon! Can't wait 😍,622,295,nct comeback soon! can't wait 😍,0.0,netral
487,2023-02-08,blinkkpop,Stray Kids are dominating the stage! #STAY,154,470,stray kids are dominating the stage! #stay,0.0,netral
488,2023-04-25,blinkkpop,BLACKPINK in your area! 💖,306,287,blackpink in your area! 💖,0.0,netral
489,2023-11-09,orbitluv,BTS paved the way #Army,51,149,bts paved the way #army,0.0,netral
490,2023-12-23,armyforever,Seventeen world tour is amazing! #CARAT,195,451,seventeen world tour is amazing! #carat,0.7500000000000001,positif
491,2023-06-25,oncefan,EXO still kings of KPOP 🔥,459,195,exo still kings of kpop 🔥,0.0,netral
492,2023-11-12,armylover,BLACKPINK in your area! 💖,815,117,blackpink in your area! 💖,0.0,netral
493,2023-04-30,vipfan,Stray Kids are dominating the stage! #STAY,857,267,stray kids are dominating the stage! #stay,0.0,netral
494,2023-05-16,caratdiamond,SHINee forever kings #Shawol,642,401,shinee forever kings #shawol,0.0,netral
495,2023-10-09,caratdiamond,Red Velvet vocals are insane 🎶 #ReVeluv,183,167,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
496,2023-12-25,engene,EXO still kings of KPOP 🔥,656,18,exo still kings of kpop 🔥,0.0,netral
497,2023-03-22,nctzenlife,Red Velvet vocals are insane 🎶 #ReVeluv,450,262,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
498,2023-10-24,orbitluv,Stray Kids are dominating the stage! #STAY,986,497,stray kids are dominating the stage! #stay,0.0,netral
499,2023-01-05,caratdiamond,BTS paved the way #Army,930,439,bts paved the way #army,0.0,netral
500,2023-10-31,blinkkpop,SHINee forever kings #Shawol,163,168,shinee forever kings #shawol,0.0,netral
501,2023-07-14,blinkqueen,BLACKPINK just dropped a new MV 🔥 #KPOP,634,378,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
502,2023-03-24,stayforever,Itzy charisma is no joke #MIDZY,589,466,itzy charisma is no joke #midzy,0.0,netral
503,2023-10-07,fearless,BTS x BLACKPINK collab dream? 😱,404,232,bts x blackpink collab dream? 😱,0.0,netral
504,2023-08-03,armyblink,SHINee forever kings #Shawol,701,466,shinee forever kings #shawol,0.0,netral
505,2023-03-18,orbitluv,BIGBANG changed KPOP industry #VIP,190,391,bigbang changed kpop industry #vip,0.0,netral
506,2023-12-11,fearless,BTS x BLACKPINK collab dream? 😱,788,329,bts x blackpink collab dream? 😱,0.0,netral
507,2023-12-30,blinkqueen,Twice performance is so powerful #ONCE,376,132,twice performance is so powerful #once,0.3,positif
508,2023-10-22,midzy,BLACKPINK in your area! 💖,938,409,blackpink in your area! 💖,0.0,netral
509,2023-04-13,armylover,EXO still kings of KPOP 🔥,279,166,exo still kings of kpop 🔥,0.0,netral
510,2023-04-11,neverland,LOONA legends #Orbit,502,427,loona legends #orbit,0.0,netral
511,2023-03-14,blinkqueen,LOONA legends #Orbit,737,349,loona legends #orbit,0.0,netral
512,2023-07-18,nctzenlife,BTS paved the way #Army,646,468,bts paved the way #army,0.0,netral
513,2023-06-17,fearless,Idle rising so strong #Neverland,158,60,idle rising so strong #neverland,0.43333333333333335,positif
514,2023-12-27,shawol,"Enhypen growing so fast, proud! #ENGENE",469,122,"enhypen growing so fast, proud! #engene",0.6,positif
515,2023-08-08,armyblink,BLACKPINK in your area! 💖,482,135,blackpink in your area! 💖,0.0,netral
516,2023-08-29,midzy,LE SSERAFIM slaying stages #FEARLESS,127,232,le sserafim slaying stages #fearless,0.0,netral
517,2023-12-30,exolegend,Red Velvet vocals are insane 🎶 #ReVeluv,980,288,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
518,2023-12-29,shawol,BIGBANG changed KPOP industry #VIP,208,115,bigbang changed kpop industry #vip,0.0,netral
519,2023-03-18,fearless,BLACKPINK just dropped a new MV 🔥 #KPOP,766,207,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
520,2023-05-07,nctzenlife,Twice performance is so powerful #ONCE,265,493,twice performance is so powerful #once,0.3,positif
521,2023-05-11,nctzenlife,BLACKPINK in your area! 💖,772,200,blackpink in your area! 💖,0.0,netral
522,2023-05-18,moaarmy,TXT are the future of KPOP 💙,877,499,txt are the future of kpop 💙,0.0,netral
523,2023-07-30,armyforever,BTS paved the way #Army,140,152,bts paved the way #army,0.0,netral
524,2023-03-19,buddyfan,BTS paved the way #Army,228,151,bts paved the way #army,0.0,netral
525,2023-01-18,oncefan,BIGBANG changed KPOP industry #VIP,934,360,bigbang changed kpop industry #vip,0.0,netral
526,2023-09-13,engene,Stray Kids are dominating the stage! #STAY,444,115,stray kids are dominating the stage! #stay,0.0,netral
527,2023-12-17,oncefan,LE SSERAFIM slaying stages #FEARLESS,819,269,le sserafim slaying stages #fearless,0.0,netral
528,2023-08-22,reveluv,Itzy charisma is no joke #MIDZY,703,366,itzy charisma is no joke #midzy,0.0,netral
529,2023-11-09,stayforever,EXO still kings of KPOP 🔥,924,208,exo still kings of kpop 🔥,0.0,netral
530,2023-04-13,armylover,I love BTS so much! KPOP forever 💜,454,173,i love bts so much! kpop forever 💜,0.375,positif
531,2023-07-07,fearless,Seventeen world tour is amazing! #CARAT,840,388,seventeen world tour is amazing! #carat,0.7500000000000001,positif
532,2023-09-02,nctzenlife,Red Velvet vocals are insane 🎶 #ReVeluv,264,124,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
533,2023-04-16,engene,LE SSERAFIM slaying stages #FEARLESS,476,63,le sserafim slaying stages #fearless,0.0,netral
534,2023-06-06,exolegend,Seventeen world tour is amazing! #CARAT,220,213,seventeen world tour is amazing! #carat,0.7500000000000001,positif
535,2023-05-16,armyblink,BLACKPINK just dropped a new MV 🔥 #KPOP,360,231,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
536,2023-10-22,armylover,Itzy charisma is no joke #MIDZY,792,135,itzy charisma is no joke #midzy,0.0,netral
537,2023-07-27,nctzenlife,BLACKPINK just dropped a new MV 🔥 #KPOP,433,433,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
538,2023-08-09,armylover,NCT comeback soon! Can't wait 😍,718,79,nct comeback soon! can't wait 😍,0.0,netral
539,2023-08-30,fearless,Stray Kids are dominating the stage! #STAY,711,109,stray kids are dominating the stage! #stay,0.0,netral
540,2023-01-27,moaarmy,NCT comeback soon! Can't wait 😍,771,29,nct comeback soon! can't wait 😍,0.0,netral
541,2023-04-28,shawol,LE SSERAFIM slaying stages #FEARLESS,185,145,le sserafim slaying stages #fearless,0.0,netral
542,2023-04-06,caratdiamond,Red Velvet vocals are insane 🎶 #ReVeluv,963,320,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
543,2023-09-13,armyblink,SHINee forever kings #Shawol,202,313,shinee forever kings #shawol,0.0,netral
544,2023-08-06,armyforever,BLACKPINK just dropped a new MV 🔥 #KPOP,783,325,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
545,2023-05-27,engene,Seventeen world tour is amazing! #CARAT,465,243,seventeen world tour is amazing! #carat,0.7500000000000001,positif
546,2023-05-22,armyforever,BIGBANG changed KPOP industry #VIP,984,473,bigbang changed kpop industry #vip,0.0,netral
547,2023-05-28,armyforever,Seventeen world tour is amazing! #CARAT,317,28,seventeen world tour is amazing! #carat,0.7500000000000001,positif
548,2023-04-05,vipfan,Itzy charisma is no joke #MIDZY,846,88,itzy charisma is no joke #midzy,0.0,netral
549,2023-07-30,engene,Itzy charisma is no joke #MIDZY,996,161,itzy charisma is no joke #midzy,0.0,netral
550,2023-02-07,armyblink,NCT comeback soon! Can't wait 😍,175,116,nct comeback soon! can't wait 😍,0.0,netral
551,2023-06-04,blinkqueen,I love BTS so much! KPOP forever 💜,831,25,i love bts so much! kpop forever 💜,0.375,positif
552,2023-09-14,reveluv,Itzy charisma is no joke #MIDZY,642,438,itzy charisma is no joke #midzy,0.0,netral
553,2023-04-01,reveluv,BTS x BLACKPINK collab dream? 😱,473,353,bts x blackpink collab dream? 😱,0.0,netral
554,2023-06-16,reveluv,TXT are the future of KPOP 💙,414,299,txt are the future of kpop 💙,0.0,netral
555,2023-12-18,armyblink,Red Velvet vocals are insane 🎶 #ReVeluv,529,196,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
556,2023-11-14,buddyfan,BLACKPINK in your area! 💖,186,232,blackpink in your area! 💖,0.0,netral
557,2023-09-16,vipfan,Twice performance is so powerful #ONCE,91,330,twice performance is so powerful #once,0.3,positif
558,2023-11-23,blinkkpop,Itzy charisma is no joke #MIDZY,50,196,itzy charisma is no joke #midzy,0.0,netral
559,2023-03-08,armylover,Stray Kids are dominating the stage! #STAY,974,344,stray kids are dominating the stage! #stay,0.0,netral
560,2023-04-10,blinkkpop,Idle rising so strong #Neverland,471,263,idle rising so strong #neverland,0.43333333333333335,positif
561,2023-11-18,buddyfan,Twice performance is so powerful #ONCE,156,276,twice performance is so powerful #once,0.3,positif
562,2023-10-24,exolegend,SHINee forever kings #Shawol,326,207,shinee forever kings #shawol,0.0,netral
563,2023-04-17,orbitluv,TXT are the future of KPOP 💙,948,450,txt are the future of kpop 💙,0.0,netral
564,2023-07-24,vipfan,Itzy charisma is no joke #MIDZY,798,155,itzy charisma is no joke #midzy,0.0,netral
565,2023-04-09,engene,Red Velvet vocals are insane 🎶 #ReVeluv,721,153,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
566,2023-06-23,orbitluv,LE SSERAFIM slaying stages #FEARLESS,332,192,le sserafim slaying stages #fearless,0.0,netral
567,2023-09-28,moaarmy,Stray Kids are dominating the stage! #STAY,943,43,stray kids are dominating the stage! #stay,0.0,netral
568,2023-11-12,exolegend,SHINee forever kings #Shawol,705,418,shinee forever kings #shawol,0.0,netral
569,2023-12-20,caratdiamond,Itzy charisma is no joke #MIDZY,161,404,itzy charisma is no joke #midzy,0.0,netral
570,2023-04-02,blinkkpop,NCT comeback soon! Can't wait 😍,726,204,nct comeback soon! can't wait 😍,0.0,netral
571,2023-09-25,vipfan,GFriend songs always touch my heart 💕,903,53,gfriend songs always touch my heart 💕,0.0,netral
572,2023-10-04,nctzenlife,Twice performance is so powerful #ONCE,462,331,twice performance is so powerful #once,0.3,positif
573,2023-04-28,stayforever,LE SSERAFIM slaying stages #FEARLESS,678,426,le sserafim slaying stages #fearless,0.0,netral
574,2023-09-17,orbitluv,BTS paved the way #Army,998,276,bts paved the way #army,0.0,netral
575,2023-09-02,orbitluv,Red Velvet vocals are insane 🎶 #ReVeluv,459,16,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
576,2023-01-15,blinkqueen,Itzy charisma is no joke #MIDZY,347,79,itzy charisma is no joke #midzy,0.0,netral
577,2023-09-21,vipfan,LE SSERAFIM slaying stages #FEARLESS,112,295,le sserafim slaying stages #fearless,0.0,netral
578,2023-11-05,fearless,Itzy charisma is no joke #MIDZY,923,191,itzy charisma is no joke #midzy,0.0,netral
579,2023-07-15,fearless,I love BTS so much! KPOP forever 💜,810,193,i love bts so much! kpop forever 💜,0.375,positif
580,2023-02-08,armyforever,"Enhypen growing so fast, proud! #ENGENE",215,184,"enhypen growing so fast, proud! #engene",0.6,positif
581,2023-01-05,orbitluv,GFriend songs always touch my heart 💕,452,34,gfriend songs always touch my heart 💕,0.0,netral
582,2023-12-18,engene,TXT are the future of KPOP 💙,996,360,txt are the future of kpop 💙,0.0,netral
583,2023-06-11,orbitluv,LOONA legends #Orbit,604,493,loona legends #orbit,0.0,netral
584,2023-02-14,buddyfan,BIGBANG changed KPOP industry #VIP,641,151,bigbang changed kpop industry #vip,0.0,netral
585,2023-11-17,armyforever,TXT are the future of KPOP 💙,923,246,txt are the future of kpop 💙,0.0,netral
586,2023-11-18,nctzenlife,Seventeen world tour is amazing! #CARAT,365,354,seventeen world tour is amazing! #carat,0.7500000000000001,positif
587,2023-01-28,engene,Seventeen world tour is amazing! #CARAT,59,464,seventeen world tour is amazing! #carat,0.7500000000000001,positif
588,2023-04-11,oncefan,BTS x BLACKPINK collab dream? 😱,240,369,bts x blackpink collab dream? 😱,0.0,netral
589,2023-05-31,neverland,BIGBANG changed KPOP industry #VIP,912,79,bigbang changed kpop industry #vip,0.0,netral
590,2023-05-30,engene,Red Velvet vocals are insane 🎶 #ReVeluv,973,335,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
591,2023-03-28,fearless,I love BTS so much! KPOP forever 💜,661,298,i love bts so much! kpop forever 💜,0.375,positif
592,2023-10-02,neverland,BLACKPINK in your area! 💖,550,29,blackpink in your area! 💖,0.0,netral
593,2023-11-24,caratdiamond,Red Velvet vocals are insane 🎶 #ReVeluv,947,225,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
594,2023-09-02,armylover,TXT are the future of KPOP 💙,370,411,txt are the future of kpop 💙,0.0,netral
595,2023-01-18,blinkqueen,BIGBANG changed KPOP industry #VIP,946,299,bigbang changed kpop industry #vip,0.0,netral
596,2023-02-22,vipfan,EXO still kings of KPOP 🔥,429,444,exo still kings of kpop 🔥,0.0,netral
597,2023-02-06,vipfan,BIGBANG changed KPOP industry #VIP,260,341,bigbang changed kpop industry #vip,0.0,netral
598,2023-06-25,buddyfan,BTS paved the way #Army,835,71,bts paved the way #army,0.0,netral
599,2023-06-26,blinkkpop,Itzy charisma is no joke #MIDZY,600,117,itzy charisma is no joke #midzy,0.0,netral
600,2023-05-30,exolegend,Itzy charisma is no joke #MIDZY,519,487,itzy charisma is no joke #midzy,0.0,netral
601,2023-01-22,buddyfan,BLACKPINK in your area! 💖,54,43,blackpink in your area! 💖,0.0,netral
602,2023-05-27,nctzenlife,Twice performance is so powerful #ONCE,107,174,twice performance is so powerful #once,0.3,positif
603,2023-06-16,buddyfan,TXT are the future of KPOP 💙,381,306,txt are the future of kpop 💙,0.0,netral
604,2023-11-19,neverland,"Enhypen growing so fast, proud! #ENGENE",939,264,"enhypen growing so fast, proud! #engene",0.6,positif
605,2023-08-01,armyforever,LOONA legends #Orbit,289,74,loona legends #orbit,0.0,netral
606,2023-11-23,shawol,Itzy charisma is no joke #MIDZY,202,360,itzy charisma is no joke #midzy,0.0,netral
607,2023-01-16,neverland,GFriend songs always touch my heart 💕,494,355,gfriend songs always touch my heart 💕,0.0,netral
608,2023-09-14,buddyfan,Seventeen world tour is amazing! #CARAT,229,84,seventeen world tour is amazing! #carat,0.7500000000000001,positif
609,2023-03-18,reveluv,Stray Kids are dominating the stage! #STAY,78,167,stray kids are dominating the stage! #stay,0.0,netral
610,2023-06-20,blinkkpop,Idle rising so strong #Neverland,257,443,idle rising so strong #neverland,0.43333333333333335,positif
611,2023-07-29,blinkqueen,"Enhypen growing so fast, proud! #ENGENE",885,488,"enhypen growing so fast, proud! #engene",0.6,positif
612,2023-04-05,exolegend,LE SSERAFIM slaying stages #FEARLESS,913,69,le sserafim slaying stages #fearless,0.0,netral
613,2023-06-07,exolegend,Red Velvet vocals are insane 🎶 #ReVeluv,866,99,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
614,2023-02-13,stayforever,Idle rising so strong #Neverland,231,365,idle rising so strong #neverland,0.43333333333333335,positif
615,2023-05-08,blinkqueen,NCT comeback soon! Can't wait 😍,903,311,nct comeback soon! can't wait 😍,0.0,netral
616,2023-12-13,caratdiamond,SHINee forever kings #Shawol,530,220,shinee forever kings #shawol,0.0,netral
617,2023-04-08,orbitluv,LOONA legends #Orbit,836,86,loona legends #orbit,0.0,netral
618,2023-09-26,moaarmy,GFriend songs always touch my heart 💕,206,472,gfriend songs always touch my heart 💕,0.0,netral
619,2023-06-07,moaarmy,Idle rising so strong #Neverland,527,50,idle rising so strong #neverland,0.43333333333333335,positif
620,2023-09-29,engene,LOONA legends #Orbit,817,266,loona legends #orbit,0.0,netral
621,2023-08-11,shawol,Idle rising so strong #Neverland,348,478,idle rising so strong #neverland,0.43333333333333335,positif
622,2023-08-19,shawol,"Enhypen growing so fast, proud! #ENGENE",992,183,"enhypen growing so fast, proud! #engene",0.6,positif
623,2023-06-30,exolegend,Itzy charisma is no joke #MIDZY,389,30,itzy charisma is no joke #midzy,0.0,netral
624,2023-11-29,armyforever,BLACKPINK in your area! 💖,631,485,blackpink in your area! 💖,0.0,netral
625,2023-05-08,stayforever,Itzy charisma is no joke #MIDZY,677,486,itzy charisma is no joke #midzy,0.0,netral
626,2023-02-20,exolegend,BLACKPINK in your area! 💖,314,137,blackpink in your area! 💖,0.0,netral
627,2023-12-03,nctzenlife,Idle rising so strong #Neverland,498,316,idle rising so strong #neverland,0.43333333333333335,positif
628,2023-02-28,midzy,LE SSERAFIM slaying stages #FEARLESS,482,10,le sserafim slaying stages #fearless,0.0,netral
629,2023-10-13,armyforever,TXT are the future of KPOP 💙,585,398,txt are the future of kpop 💙,0.0,netral
630,2023-02-08,neverland,EXO still kings of KPOP 🔥,638,386,exo still kings of kpop 🔥,0.0,netral
631,2023-11-15,nctzenlife,BTS x BLACKPINK collab dream? 😱,274,124,bts x blackpink collab dream? 😱,0.0,netral
632,2023-11-17,engene,LE SSERAFIM slaying stages #FEARLESS,782,474,le sserafim slaying stages #fearless,0.0,netral
633,2023-10-11,shawol,Red Velvet vocals are insane 🎶 #ReVeluv,395,212,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
634,2023-05-12,armyforever,EXO still kings of KPOP 🔥,760,103,exo still kings of kpop 🔥,0.0,netral
635,2023-12-07,orbitluv,EXO still kings of KPOP 🔥,486,93,exo still kings of kpop 🔥,0.0,netral
636,2023-06-12,shawol,I love BTS so much! KPOP forever 💜,830,185,i love bts so much! kpop forever 💜,0.375,positif
637,2023-08-17,armyblink,SHINee forever kings #Shawol,603,491,shinee forever kings #shawol,0.0,netral
638,2023-01-06,caratdiamond,Itzy charisma is no joke #MIDZY,287,28,itzy charisma is no joke #midzy,0.0,netral
639,2023-04-12,armyblink,LE SSERAFIM slaying stages #FEARLESS,214,470,le sserafim slaying stages #fearless,0.0,netral
640,2023-04-29,armyforever,I love BTS so much! KPOP forever 💜,202,461,i love bts so much! kpop forever 💜,0.375,positif
641,2023-04-27,blinkkpop,BIGBANG changed KPOP industry #VIP,410,253,bigbang changed kpop industry #vip,0.0,netral
642,2023-07-27,armyforever,LE SSERAFIM slaying stages #FEARLESS,694,149,le sserafim slaying stages #fearless,0.0,netral
643,2023-10-24,blinkkpop,GFriend songs always touch my heart 💕,469,144,gfriend songs always touch my heart 💕,0.0,netral
644,2023-02-19,armylover,Red Velvet vocals are insane 🎶 #ReVeluv,620,67,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
645,2023-09-29,shawol,TXT are the future of KPOP 💙,62,194,txt are the future of kpop 💙,0.0,netral
646,2023-04-25,neverland,EXO still kings of KPOP 🔥,374,304,exo still kings of kpop 🔥,0.0,netral
647,2023-10-14,armyforever,BLACKPINK in your area! 💖,486,298,blackpink in your area! 💖,0.0,netral
648,2023-09-08,armylover,Itzy charisma is no joke #MIDZY,146,498,itzy charisma is no joke #midzy,0.0,netral
649,2023-10-07,reveluv,Itzy charisma is no joke #MIDZY,841,245,itzy charisma is no joke #midzy,0.0,netral
650,2023-05-03,blinkqueen,SHINee forever kings #Shawol,314,264,shinee forever kings #shawol,0.0,netral
651,2023-03-13,armyblink,Itzy charisma is no joke #MIDZY,490,233,itzy charisma is no joke #midzy,0.0,netral
652,2023-05-03,exolegend,NCT comeback soon! Can't wait 😍,270,20,nct comeback soon! can't wait 😍,0.0,netral
653,2023-02-21,fearless,BTS x BLACKPINK collab dream? 😱,198,266,bts x blackpink collab dream? 😱,0.0,netral
654,2023-08-02,shawol,LE SSERAFIM slaying stages #FEARLESS,781,185,le sserafim slaying stages #fearless,0.0,netral
655,2023-05-01,fearless,Itzy charisma is no joke #MIDZY,652,386,itzy charisma is no joke #midzy,0.0,netral
656,2023-05-21,oncefan,BLACKPINK just dropped a new MV 🔥 #KPOP,233,149,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
657,2023-07-10,blinkqueen,Twice performance is so powerful #ONCE,851,62,twice performance is so powerful #once,0.3,positif
658,2023-07-09,neverland,BTS x BLACKPINK collab dream? 😱,377,40,bts x blackpink collab dream? 😱,0.0,netral
659,2023-07-13,nctzenlife,GFriend songs always touch my heart 💕,492,212,gfriend songs always touch my heart 💕,0.0,netral
660,2023-12-28,orbitluv,BIGBANG changed KPOP industry #VIP,705,397,bigbang changed kpop industry #vip,0.0,netral
661,2023-09-20,exolegend,Itzy charisma is no joke #MIDZY,239,214,itzy charisma is no joke #midzy,0.0,netral
662,2023-09-20,shawol,Idle rising so strong #Neverland,192,36,idle rising so strong #neverland,0.43333333333333335,positif
663,2023-02-04,armylover,Stray Kids are dominating the stage! #STAY,789,286,stray kids are dominating the stage! #stay,0.0,netral
664,2023-05-28,engene,Red Velvet vocals are insane 🎶 #ReVeluv,884,178,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
665,2023-01-21,reveluv,TXT are the future of KPOP 💙,699,407,txt are the future of kpop 💙,0.0,netral
666,2023-02-20,buddyfan,Seventeen world tour is amazing! #CARAT,916,201,seventeen world tour is amazing! #carat,0.7500000000000001,positif
667,2023-06-17,buddyfan,BTS paved the way #Army,190,271,bts paved the way #army,0.0,netral
668,2023-05-17,exolegend,BLACKPINK in your area! 💖,469,329,blackpink in your area! 💖,0.0,netral
669,2023-10-29,fearless,BIGBANG changed KPOP industry #VIP,195,389,bigbang changed kpop industry #vip,0.0,netral
670,2023-10-31,armylover,NCT comeback soon! Can't wait 😍,718,450,nct comeback soon! can't wait 😍,0.0,netral
671,2023-09-13,armylover,Itzy charisma is no joke #MIDZY,341,209,itzy charisma is no joke #midzy,0.0,netral
672,2023-06-12,blinkkpop,Seventeen world tour is amazing! #CARAT,871,349,seventeen world tour is amazing! #carat,0.7500000000000001,positif
673,2023-10-31,engene,GFriend songs always touch my heart 💕,849,231,gfriend songs always touch my heart 💕,0.0,netral
674,2023-02-09,orbitluv,Idle rising so strong #Neverland,585,76,idle rising so strong #neverland,0.43333333333333335,positif
675,2023-07-03,blinkqueen,Idle rising so strong #Neverland,338,29,idle rising so strong #neverland,0.43333333333333335,positif
676,2023-12-14,reveluv,Seventeen world tour is amazing! #CARAT,430,265,seventeen world tour is amazing! #carat,0.7500000000000001,positif
677,2023-07-15,orbitluv,SHINee forever kings #Shawol,550,119,shinee forever kings #shawol,0.0,netral
678,2023-02-06,armylover,BIGBANG changed KPOP industry #VIP,861,38,bigbang changed kpop industry #vip,0.0,netral
679,2023-07-26,moaarmy,BTS paved the way #Army,926,191,bts paved the way #army,0.0,netral
680,2023-10-24,armyblink,LOONA legends #Orbit,287,158,loona legends #orbit,0.0,netral
681,2023-12-02,armylover,GFriend songs always touch my heart 💕,573,258,gfriend songs always touch my heart 💕,0.0,netral
682,2023-11-03,caratdiamond,BTS x BLACKPINK collab dream? 😱,208,223,bts x blackpink collab dream? 😱,0.0,netral
683,2023-05-08,reveluv,Itzy charisma is no joke #MIDZY,350,260,itzy charisma is no joke #midzy,0.0,netral
684,2023-01-18,blinkkpop,BLACKPINK in your area! 💖,82,156,blackpink in your area! 💖,0.0,netral
685,2023-05-23,blinkkpop,Twice performance is so powerful #ONCE,800,180,twice performance is so powerful #once,0.3,positif
686,2023-06-09,oncefan,BLACKPINK in your area! 💖,836,299,blackpink in your area! 💖,0.0,netral
687,2023-04-07,armylover,I love BTS so much! KPOP forever 💜,485,342,i love bts so much! kpop forever 💜,0.375,positif
688,2023-10-15,moaarmy,SHINee forever kings #Shawol,962,279,shinee forever kings #shawol,0.0,netral
689,2023-01-30,armyblink,LE SSERAFIM slaying stages #FEARLESS,171,53,le sserafim slaying stages #fearless,0.0,netral
690,2023-02-04,blinkqueen,Stray Kids are dominating the stage! #STAY,80,223,stray kids are dominating the stage! #stay,0.0,netral
691,2023-04-12,oncefan,Twice performance is so powerful #ONCE,433,113,twice performance is so powerful #once,0.3,positif
692,2023-08-21,reveluv,TXT are the future of KPOP 💙,397,76,txt are the future of kpop 💙,0.0,netral
693,2023-11-28,blinkkpop,Stray Kids are dominating the stage! #STAY,761,186,stray kids are dominating the stage! #stay,0.0,netral
694,2023-05-26,armyforever,Itzy charisma is no joke #MIDZY,177,187,itzy charisma is no joke #midzy,0.0,netral
695,2023-08-26,buddyfan,BLACKPINK just dropped a new MV 🔥 #KPOP,800,399,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
696,2023-04-01,armyblink,BLACKPINK in your area! 💖,86,91,blackpink in your area! 💖,0.0,netral
697,2023-06-21,midzy,EXO still kings of KPOP 🔥,847,266,exo still kings of kpop 🔥,0.0,netral
698,2023-11-04,midzy,Idle rising so strong #Neverland,850,475,idle rising so strong #neverland,0.43333333333333335,positif
699,2023-09-09,blinkkpop,BTS paved the way #Army,723,494,bts paved the way #army,0.0,netral
700,2023-09-20,caratdiamond,BIGBANG changed KPOP industry #VIP,483,330,bigbang changed kpop industry #vip,0.0,netral
701,2023-10-23,fearless,EXO still kings of KPOP 🔥,313,69,exo still kings of kpop 🔥,0.0,netral
702,2023-10-19,exolegend,I love BTS so much! KPOP forever 💜,961,118,i love bts so much! kpop forever 💜,0.375,positif
703,2023-08-23,engene,LOONA legends #Orbit,463,311,loona legends #orbit,0.0,netral
704,2023-11-26,nctzenlife,EXO still kings of KPOP 🔥,106,320,exo still kings of kpop 🔥,0.0,netral
705,2023-08-04,shawol,I love BTS so much! KPOP forever 💜,236,201,i love bts so much! kpop forever 💜,0.375,positif
706,2023-04-23,engene,BTS x BLACKPINK collab dream? 😱,329,458,bts x blackpink collab dream? 😱,0.0,netral
707,2023-09-20,armylover,TXT are the future of KPOP 💙,312,383,txt are the future of kpop 💙,0.0,netral
708,2023-06-09,blinkkpop,BTS paved the way #Army,281,254,bts paved the way #army,0.0,netral
709,2023-01-24,shawol,LOONA legends #Orbit,909,450,loona legends #orbit,0.0,netral
710,2023-11-22,armylover,Itzy charisma is no joke #MIDZY,237,205,itzy charisma is no joke #midzy,0.0,netral
711,2023-08-18,engene,Stray Kids are dominating the stage! #STAY,323,454,stray kids are dominating the stage! #stay,0.0,netral
712,2023-05-29,buddyfan,Stray Kids are dominating the stage! #STAY,102,168,stray kids are dominating the stage! #stay,0.0,netral
713,2023-05-17,oncefan,TXT are the future of KPOP 💙,251,84,txt are the future of kpop 💙,0.0,netral
714,2023-11-16,vipfan,BTS paved the way #Army,252,58,bts paved the way #army,0.0,netral
715,2023-06-23,caratdiamond,Stray Kids are dominating the stage! #STAY,562,124,stray kids are dominating the stage! #stay,0.0,netral
716,2023-08-26,armyforever,Red Velvet vocals are insane 🎶 #ReVeluv,209,75,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
